Name,Height,Weight,Season,Age,Team,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
J.R. Smith,78,225,2006-07,21,DEN,NBA,SG,63,1471,15.6,0.585,0.593,0.196,2.3,8.5,5.5,10.2,1.6,0.4,10.8,22.8,2.5,1.1,3.7,0.12,2,-0.5,1.4,1.2
J.R. Smith,78,225,2007-08,22,DEN,NBA,SG,74,1421,18.1,0.603,0.579,0.264,3.3,8.1,5.8,14.7,2.1,0.6,13,25.8,2.5,1.3,3.7,0.126,3.4,-0.8,2.6,1.6
J.R. Smith,78,225,2008-09,23,DEN,NBA,SG,81,2245,16.8,0.576,0.477,0.286,2.3,12.8,7.7,17.3,1.8,0.5,12.3,24.2,3.6,2.2,5.8,0.124,2.6,-0.3,2.2,2.4
J.R. Smith,78,225,2009-10,24,DEN,NBA,SG,75,2082,15,0.515,0.452,0.195,1.6,11.3,6.5,15,2.4,0.7,11,26.9,0.6,2.1,2.7,0.062,0.5,-0.4,0.1,1.1
J.R. Smith,78,225,2010-11,25,DEN,NBA,SF,79,1968,16.4,0.55,0.406,0.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,2.6,2.3,5,0.121,1.1,0.6,1.7,1.9
J.R. Smith,78,225,2011-12,26,NYK,NBA,SG,35,967,15.2,0.508,0.477,0.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22,1,1.5,2.5,0.122,0.8,1.3,2.1,1
J.R. Smith,78,225,2012-13,27,NYK,NBA,SG,80,2678,17.6,0.522,0.349,0.249,2.7,16.3,9.3,14.5,2,0.8,8.8,26.5,4,2.7,6.7,0.12,1.6,-0.4,1.3,2.2
J.R. Smith,78,225,2013-14,28,NYK,NBA,SF,74,2421,14,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1,-1.2,-0.2,1.1
J.R. Smith,78,225,2014-15,29,TOT,NBA,SG,70,2080,13.6,0.538,0.564,0.095,1.7,10.4,6,15.6,2.1,0.8,11,19.3,2.2,1.5,3.7,0.085,0.7,0,0.7,1.5
J.R. Smith,78,225,2015-16,30,CLE,NBA,SG,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,3,2.5,5.5,0.111,0.2,0.3,0.5,1.5
J.R. Smith,78,225,2016-17,31,CLE,NBA,SG,41,1187,8.1,0.484,0.761,0.042,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,0.034,-1.8,-0.2,-2.1,0
J.R. Smith,78,225,2017-18,32,CLE,NBA,SG,80,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-2.1,-0.9,-3,-0.6
J.R. Smith,78,225,2018-19,33,CLE,NBA,SG,11,222,7.8,0.444,0.494,0.127,0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.7,0.5,-3.2,-0.1
Jason Smith,84,240,2007-08,21,PHI,NBA,PF,76,1107,10.7,0.491,0.045,0.265,8.2,16.6,12.3,2.8,1.1,3.6,12.2,16.1,0.2,1.4,1.5,0.067,-3.6,0.1,-3.5,-0.4
Jason Smith,84,240,2009-10,23,PHI,NBA,PF,56,658,10.6,0.491,0.167,0.241,9.5,14.7,12.1,7.5,1.7,3.4,15.4,15.8,0.1,0.6,0.7,0.048,-3.9,-0.4,-4.3,-0.4
Jason Smith,84,240,2010-11,24,NOH,NBA,C,77,1102,10.8,0.49,0.007,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,0.2,1.4,1.6,0.07,-3.6,0.1,-3.5,-0.4
Jason Smith,84,240,2011-12,25,NOH,NBA,PF,40,947,16.6,0.537,0.026,0.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,1.2,1,2.2,0.11,-0.2,-0.2,-0.4,0.4
Jason Smith,84,240,2012-13,26,NOH,NBA,C,51,876,16.8,0.544,0.012,0.299,8.6,16.9,12.7,7,0.9,4.3,12.5,23.4,1.1,0.6,1.7,0.095,-1.4,-0.3,-1.6,0.1
Jason Smith,84,240,2013-14,27,NOP,NBA,PF,31,830,12.4,0.495,0,0.177,7,18.5,12.7,5.6,0.7,2.9,8.4,18.2,0.5,0.4,0.9,0.054,-2.4,-1.3,-3.6,-0.3
Jason Smith,84,240,2014-15,28,NYK,NBA,C,82,1785,12,0.497,0.071,0.258,6.2,15,10.5,13.5,0.9,2.1,13.6,19.7,0.5,0.7,1.2,0.032,-2.4,-1.4,-3.8,-0.8
Jason Smith,84,240,2015-16,29,ORL,NBA,C,76,1181,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,0.4,1.4,1.8,0.072,-2.5,0.3,-2.2,-0.1
Jason Smith,84,240,2016-17,30,WAS,NBA,C,74,1068,13.6,0.598,0.237,0.155,6.8,20.4,13.6,5,1,4.2,14.2,16.7,1,1.3,2.3,0.103,-2.1,0.4,-1.8,0.1
Jason Smith,84,240,2017-18,31,WAS,NBA,C,33,285,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4,11.4,21.7,-0.2,0.3,0,0.003,-5.4,-1,-6.4,-0.3
Jason Smith,84,240,2018-19,32,TOT,NBA,C-PF,20,190,9.8,0.492,0.441,0.271,9,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0,0.2,0.2,0.038,-3.7,-1,-4.7,-0.1
Zhaire Smith,75,199,2018-19,19,PHI,NBA,SG,6,111,9.5,0.533,0.471,0.235,2.9,9.3,6.2,12.3,0.9,1.4,13.8,16.4,0,0.1,0.1,0.048,-2.8,-2.2,-5,-0.1
Zhaire Smith,75,199,2019-20,20,PHI,NBA,SG,7,32,1.1,0.313,0.273,0.364,0,6.9,3.5,8.3,4.6,0,13.6,19.9,-0.1,0.1,-0.1,-0.118,-10.8,0.8,-10,-0.1
Tony Snell,78,213,2013-14,22,CHI,NBA,SG,77,1231,8,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,0.063,-3.1,0.5,-2.6,-0.2
Tony Snell,78,213,2014-15,23,CHI,NBA,SF,72,1412,10.2,0.55,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.082,-1.3,-0.1,-1.4,0.2
Tony Snell,78,213,2015-16,24,CHI,NBA,SF,64,1301,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,-0.5,1,0.4,0.016,-3.5,-0.5,-4,-0.6
Tony Snell,78,213,2016-17,25,MIL,NBA,SG,80,2336,9.7,0.603,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,2.1,1.3,3.4,0.071,-1,-0.7,-1.7,0.2
Tony Snell,78,213,2017-18,26,MIL,NBA,SG,75,2053,8.5,0.578,0.631,0.113,0.5,7.5,4,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-1.5,-0.8,-2.3,-0.1
Tony Snell,78,213,2018-19,27,MIL,NBA,SF,74,1304,10.7,0.585,0.565,0.116,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.117,-1,0.3,-0.7,0.4
Tony Snell,78,213,2019-20,28,DET,NBA,SF,59,1641,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.1,-0.6,-1.8,0.1
Ray Spalding,82,215,2018-19,21,TOT,NBA,PF,14,148,14.6,0.516,0.064,0.255,11.1,25.1,18,5.1,2.9,4.5,14.7,17.8,0,0.2,0.2,0.051,-4.3,-0.8,-5.1,-0.1
Marreese Speights,NA,NA,2008-09,21,PHI,NBA,C,79,1263,17.9,0.543,0.016,0.263,11.6,16.3,13.9,4.2,1.1,3.6,7.6,21.9,2.4,1.5,3.8,0.146,-0.6,-0.8,-1.4,0.2
Marreese Speights,NA,NA,2009-10,22,PHI,NBA,C,62,1016,17.6,0.524,0.011,0.327,9.7,19.7,14.6,6.2,1.5,2.6,9.1,25.1,1.2,0.9,2.1,0.101,-1.3,-1.6,-2.9,-0.2
Marreese Speights,NA,NA,2010-11,23,PHI,NBA,C,64,734,15.3,0.532,0.014,0.251,10.1,22.9,16.5,7,0.6,2,11,22.8,0.7,1,1.7,0.11,-2.2,-0.8,-3,-0.2
Marreese Speights,NA,NA,2011-12,24,MEM,NBA,PF,60,1345,14.1,0.491,0.006,0.223,11.3,21.4,16.2,6,0.8,1.8,12.1,20.5,0.9,1.7,2.7,0.096,-1.8,-1.2,-3,-0.4
Marreese Speights,NA,NA,2012-13,25,TOT,NBA,C,79,1300,17.3,0.498,0.017,0.3,12.7,22.3,17.4,6.5,1,3.3,10.8,25.8,1.1,1.7,2.8,0.104,-1.3,-1.4,-2.8,-0.2
Marreese Speights,NA,NA,2013-14,26,GSW,NBA,C,79,982,15.2,0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,0.6,1.5,2.1,0.103,-2.8,-0.9,-3.7,-0.4
Marreese Speights,NA,NA,2014-15,27,GSW,NBA,C,76,1207,19.5,0.546,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,2.2,1.8,4,0.158,-0.9,-1.1,-1.9,0
Marreese Speights,NA,NA,2015-16,28,GSW,NBA,C,72,832,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,0.5,1.2,1.8,0.102,-2.3,-1.5,-3.7,-0.4
Marreese Speights,NA,NA,2016-17,29,LAC,NBA,C,82,1286,17.5,0.584,0.505,0.25,7.9,24.1,16.2,8,0.9,2.6,10.2,23.6,2.5,1.7,4.2,0.155,0.9,-0.3,0.6,0.9
Marreese Speights,NA,NA,2017-18,30,ORL,NBA,C,52,675,13.7,0.539,0.668,0.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,0.1,0.5,0.6,0.045,0.2,-1.4,-1.1,0.1
Omari Spellman,80,245,2018-19,21,ATL,NBA,PF,46,805,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2
Omari Spellman,80,245,2019-20,22,GSW,NBA,PF,49,886,14.4,0.551,0.373,0.312,9.1,18,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.065,-0.7,-1,-1.7,0.1
Nik Stauskas,NA,NA,2014-15,21,SAC,NBA,SG,73,1127,7.5,0.492,0.503,0.216,1.1,7.5,4.4,9,0.9,1.2,11,14.2,0.3,0.2,0.5,0.021,-2.4,-1,-3.3,-0.4
Nik Stauskas,NA,NA,2015-16,22,PHI,NBA,SG,73,1809,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,0,0.5,0.5,0.012,-2.3,-1.5,-3.8,-0.8
Nik Stauskas,NA,NA,2016-17,23,PHI,NBA,SG,80,2188,9,0.54,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,0.1,1.4,1.4,0.031,-2.1,-0.8,-2.8,-0.5
Nik Stauskas,NA,NA,2017-18,24,TOT,NBA,SG,41,523,9,0.543,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-1.3,-1,-2.3,-0.1
Nik Stauskas,NA,NA,2018-19,25,TOT,NBA,SG,68,1015,10.9,0.545,0.556,0.189,1.9,11.7,6.8,11.1,1,0.6,12.2,17.6,0.6,0.5,1.1,0.052,-0.7,-1.2,-1.9,0
D.J. Stephens,77,188,2013-14,23,MIL,NBA,SG,3,15,16.1,0.47,0,0.143,7.4,31.6,19.1,0,0,0,0,22.4,0,0,0,0.067,2.2,-0.5,1.7,0
D.J. Stephens,77,188,2018-19,28,MEM,NBA,SG,1,7,5.5,0.5,0,0,0,0,0,0,7.1,0,33.3,19.1,0,0,0,-0.119,-7.1,1.6,-5.5,0
Lance Stephenson,78,230,2010-11,20,IND,NBA,SG,12,115,5.5,0.41,0.128,0.359,1,16.3,8.7,28.3,1.8,0,26.2,23.5,-0.4,0.1,-0.2,-0.093,-6.5,-0.6,-7.2,-0.2
Lance Stephenson,78,230,2011-12,21,IND,NBA,SG,42,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.3,0.6,-3.7,-0.2
Lance Stephenson,78,230,2012-13,22,IND,NBA,SG,78,2278,11.8,0.53,0.314,0.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,1.8,3.6,5.5,0.115,-1.7,1.7,0,1.2
Lance Stephenson,78,230,2013-14,23,IND,NBA,SG,78,2752,14.7,0.564,0.28,0.226,4.1,18.1,11.4,22.1,1,0.2,18,19.4,2.6,4.8,7.4,0.13,0.4,1,1.3,2.3
Lance Stephenson,78,230,2014-15,24,CHO,NBA,SG,61,1573,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4.3,-0.1,-4.5,-1
Lance Stephenson,78,230,2015-16,25,TOT,NBA,SF,69,1372,13.5,0.548,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,0.9,1.3,2.2,0.076,-0.9,-0.3,-1.2,0.3
Lance Stephenson,78,230,2016-17,26,TOT,NBA,SG,18,361,9.6,0.485,0.167,0.108,1.2,14.8,8,24.8,0.7,0.7,17.1,18.7,-0.2,0.2,0.1,0.008,-3.4,-0.6,-4,-0.2
Lance Stephenson,78,230,2017-18,27,IND,NBA,SG,82,1850,12.4,0.495,0.327,0.179,3.8,22,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2,1.8,0.046,-1.5,-0.3,-1.8,0.1
Lance Stephenson,78,230,2018-19,28,LAL,NBA,SG,68,1123,11.8,0.529,0.456,0.169,3,16.5,9.9,17.3,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1
David Stockton,71,165,2014-15,23,SAC,NBA,PG,3,33,10.8,0.463,0.333,1,0,6.6,3.4,39.1,3.1,0,31.6,16.9,0,0,0,-0.014,-2.2,-1.7,-3.9,0
David Stockton,71,165,2017-18,26,UTA,NBA,PG,3,9,33.9,1.05,1,1.333,0,0,0,0,0,0,17.4,28.8,0.1,0,0.1,0.459,6.7,1.1,7.9,0
Jarnell Stokes,81,263,2014-15,21,MEM,NBA,PF,19,126,18.6,0.578,0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,0.3,0.2,0.5,0.186,-1.3,0.1,-1.1,0
Jarnell Stokes,81,263,2015-16,22,TOT,NBA,C,7,18,20,0.595,0,0.4,6.1,18.8,12.6,9.6,2.8,0,0,14.9,0.1,0,0.1,0.209,1.9,0.1,2,0
Jarnell Stokes,81,263,2016-17,23,DEN,NBA,C,2,7,31.5,0.798,0,2,15.9,15.6,15.8,40.1,7,0,0,11.4,0.1,0,0.1,0.48,4.9,11.9,16.8,0
Diamond Stone,83,255,2016-17,19,LAC,NBA,C,7,24,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.1,-0.211,-14.9,-5.9,-20.8,-0.1
Julyan Stone,78,200,2011-12,23,DEN,NBA,SG,22,179,13,0.502,0.355,0.355,3.4,12.6,8.1,28.3,2.3,2.6,23.5,11.7,0.2,0.2,0.4,0.101,0,2.7,2.7,0.2
Julyan Stone,78,200,2012-13,24,DEN,NBA,PG,4,28,11.4,0.931,0,2,8.2,3.9,6,9.3,1.8,0,34.7,8.9,0.1,0,0.1,0.128,-2,1.9,-0.1,0
Julyan Stone,78,200,2013-14,25,TOR,NBA,SG,21,120,6.6,0.491,0.471,0.176,1.9,17.6,9.7,14.5,1.3,0,21.4,8.8,0,0.1,0.2,0.061,-3.9,1,-2.9,0
Julyan Stone,78,200,2017-18,29,CHO,NBA,SG,23,175,7.6,0.684,1,0.154,0.6,17.6,9,19.2,1.1,1,33.5,5.2,0.2,0.2,0.3,0.087,-3.2,1.9,-1.3,0
Max Strus,78,215,2019-20,23,CHI,NBA,SG,2,6,30.7,0.727,0.333,0.333,17.5,0,9.2,0,0,0,0,24.4,0,0,0,0.317,5.4,-1,4.4,0
Jared Sullinger,81,260,2012-13,20,BOS,NBA,PF,45,892,13.5,0.534,0.022,0.28,12.6,22.1,17.5,6.2,1.3,1.9,10.3,14.9,1.3,1.4,2.7,0.146,-2.3,0.4,-1.9,0
Jared Sullinger,81,260,2013-14,21,BOS,NBA,PF,74,2041,16.4,0.497,0.231,0.226,13,20.6,16.7,10.1,0.9,1.8,10.7,24.1,1.9,2,3.9,0.091,0.1,-1.5,-1.4,0.3
Jared Sullinger,81,260,2014-15,22,BOS,NBA,PF,58,1566,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4,0.123,1.3,-0.2,1.1,1.2
Jared Sullinger,81,260,2015-16,23,BOS,NBA,PF,81,1915,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,1.3,3.6,4.8,0.121,0,0.7,0.6,1.3
Jared Sullinger,81,260,2016-17,24,TOR,NBA,PF,11,118,6,0.366,0.383,0.17,9.6,16.3,12.9,3.7,1.7,0.7,7.3,20.7,-0.2,0.1,-0.1,-0.031,-5.1,-2.2,-7.2,-0.2
Edmond Sumner,76,176,2017-18,22,IND,NBA,PG,1,2,39.8,1,0,0,0,56.1,28.2,0,0,0,0,22.3,0,0,0,0.425,-2.4,9.3,6.9,0
Edmond Sumner,76,176,2018-19,23,IND,NBA,PG,23,210,7.6,0.443,0.422,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2
Edmond Sumner,76,176,2019-20,24,IND,NBA,PG,25,345,10,0.485,0.342,0.135,3.2,8.6,5.9,15.4,2.1,2,13.9,17.4,-0.1,0.4,0.3,0.039,-3.6,0.4,-3.1,-0.1
Caleb Swanigan,NA,NA,2017-18,20,POR,NBA,PF,27,189,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20,-0.3,0.3,0,-0.003,-6.6,1.2,-5.5,-0.2
Caleb Swanigan,NA,NA,2018-19,21,TOT,NBA,PF,21,178,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8,1.6,0.5,24,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0,-7.2,-0.2
Caleb Swanigan,NA,NA,2019-20,22,TOT,NBA,PF,27,288,7.6,0.597,0.043,0.362,9.9,26.1,18.1,14,0.5,2.1,40.4,13.5,-0.2,0.2,0,0.007,-6.3,0.2,-6,-0.3
Jayson Tatum,80,204,2017-18,19,BOS,NBA,SF,80,2438,15.3,0.586,0.29,0.309,2.3,15.6,9,8.3,1.7,2,10.7,19.5,3,4,7.1,0.139,0,1.2,1.2,2
Jayson Tatum,80,204,2018-19,20,BOS,NBA,SF,79,2455,15.1,0.547,0.3,0.22,3,17.7,10.4,10,1.6,2.1,9.7,22.1,1.6,3.4,5,0.097,-0.4,0.2,-0.2,1.1
Jayson Tatum,80,204,2019-20,21,BOS,NBA,PF,59,2043,20.3,0.562,0.377,0.251,3,18.8,11,14,2,2.4,9.7,28.6,2.9,3.4,6.2,0.147,3.3,0.6,3.9,3
Edy Tavares,87,260,2015-16,23,ATL,NBA,C,11,73,14.4,0.555,0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0,0.1,0.2,0.106,-2.9,1.1,-1.8,0
Edy Tavares,87,260,2016-17,24,TOT,NBA,C,2,28,21.3,0.633,0,0.6,16.3,26.8,21.6,5.1,0,17.3,24,13.2,0,0.1,0.1,0.15,-1.4,4.7,3.3,0
Isaiah Taylor,75,170,2016-17,22,HOU,NBA,PG,4,52,0.3,0.19,0.286,0.286,2.1,4.2,3.1,7.1,0.9,1.6,0,6.4,-0.1,0,0,-0.028,-6.9,-0.9,-7.8,-0.1
Isaiah Taylor,75,170,2017-18,23,ATL,NBA,PG,67,1167,10.9,0.492,0.205,0.362,2.1,6.9,4.5,27,1.4,0.7,15.7,20.1,0.2,0.5,0.6,0.027,-3.1,-1.3,-4.4,-0.7
Jeff Teague,75,195,2009-10,21,ATL,NBA,PG,71,719,11,0.459,0.141,0.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,-0.2,0.8,0.6,0.042,-3.8,0.3,-3.6,-0.3
Jeff Teague,75,195,2010-11,22,ATL,NBA,PG,70,963,14.6,0.521,0.158,0.319,1.4,11.3,6.4,23.3,2.5,2,15.6,20.3,0.4,1.2,1.7,0.083,-0.8,1.3,0.5,0.6
Jeff Teague,75,195,2011-12,23,ATL,NBA,PG,66,2183,15.8,0.551,0.222,0.275,1.1,7.4,4.3,24.3,2.6,1.3,15.1,19.1,3,3,6,0.131,0,1.3,1.3,1.8
Jeff Teague,75,195,2012-13,24,ATL,NBA,PG,80,2628,16.8,0.543,0.255,0.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23,3.5,2.6,6.1,0.111,0.9,-0.6,0.3,1.5
Jeff Teague,75,195,2013-14,25,ATL,NBA,PG,79,2542,17.1,0.541,0.216,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,1.2,-1.3,-0.1,1.2
Jeff Teague,75,195,2014-15,26,ATL,NBA,PG,73,2228,20.6,0.566,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5,2.8,7.7,0.166,2.7,0.3,2.9,2.8
Jeff Teague,75,195,2015-16,27,ATL,NBA,PG,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3,5.9,0.125,1.5,-0.2,1.3,1.9
Jeff Teague,75,195,2016-17,28,IND,NBA,PG,82,2657,19.2,0.574,0.277,0.457,1.4,12.4,7,36.4,1.9,1.1,16.5,22.1,5.7,2.4,8.1,0.146,2.3,-0.1,2.2,2.8
Jeff Teague,75,195,2017-18,29,MIN,NBA,PG,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,3.4,1.4,4.9,0.101,1.1,-0.7,0.4,1.4
Jeff Teague,75,195,2018-19,30,MIN,NBA,PG,42,1264,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.2,0.085,0.8,-1.2,-0.4,0.5
Jeff Teague,75,195,2019-20,31,TOT,NBA,PG,59,1464,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.082,-0.2,-1.3,-1.5,0.2
Marquis Teague,74,189,2012-13,19,CHI,NBA,PG,48,392,6,0.412,0.204,0.142,0.9,12.1,6.4,25.6,1.2,1.3,22.6,18.2,-0.7,0.4,-0.3,-0.031,-5.5,0,-5.6,-0.4
Marquis Teague,74,189,2013-14,20,TOT,NBA,SG,40,443,3.8,0.398,0.151,0.294,0.3,10.2,5.3,20.6,1.2,0.9,22.5,18.2,-1,0.4,-0.5,-0.059,-6.8,-0.6,-7.4,-0.6
Marquis Teague,74,189,2017-18,24,MEM,NBA,PG,3,74,5.7,0.302,0.25,0.313,1.5,8,4.7,24.7,2.7,0,14.2,12.9,-0.1,0,-0.1,-0.038,-5.4,-0.4,-5.7,-0.1
Garrett Temple,77,195,2009-10,23,TOT,NBA,SG,27,334,10.5,0.553,0.366,0.495,2.1,8.8,5.4,9.6,2,1.3,18,20.3,0,0.4,0.4,0.057,-3.4,0.4,-2.9,-0.1
Garrett Temple,77,195,2010-11,24,TOT,NBA,PG-SG,24,230,4.7,0.378,0.544,0.25,0.5,11.6,6,21.9,2.6,2.1,23.4,20.1,-0.7,0.3,-0.4,-0.085,-6.2,-0.2,-6.4,-0.3
Garrett Temple,77,195,2012-13,26,WAS,NBA,SG,51,1156,8.8,0.478,0.31,0.143,2.8,9.1,5.9,15.5,2.3,1.2,18.2,13.2,-0.3,1.5,1.2,0.049,-3.8,1.5,-2.3,-0.1
Garrett Temple,77,195,2013-14,27,WAS,NBA,SG,75,638,7.8,0.431,0.206,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.8,1.8,-3,-0.2
Garrett Temple,77,195,2014-15,28,WAS,NBA,SG,52,735,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11,2.9,1,15.1,13.9,0.4,1.1,1.5,0.1,-2,2.6,0.6,0.5
Garrett Temple,77,195,2015-16,29,WAS,NBA,SF,80,1951,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,1,1.7,2.7,0.066,-2.5,0.4,-2.1,0
Garrett Temple,77,195,2016-17,30,SAC,NBA,SG,65,1728,11.2,0.545,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,0.9,1.3,2.2,0.061,-1.5,0.8,-0.8,0.5
Garrett Temple,77,195,2017-18,31,SAC,NBA,SG,65,1615,10.2,0.536,0.477,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-2.2,-0.3,-2.5,-0.2
Garrett Temple,77,195,2018-19,32,TOT,NBA,SG,75,2040,8.5,0.543,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,0.3,2,2.2,0.052,-3.3,0.5,-2.8,-0.4
Garrett Temple,77,195,2019-20,33,BRK,NBA,SG,55,1547,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.5,1.6,2.1,0.065,-1.5,0.4,-1.1,0.4
Milos Teodosic,77,196,2017-18,30,LAC,NBA,PG,45,1134,11.6,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.058,-0.3,-1.5,-1.7,0.1
Milos Teodosic,77,196,2018-19,31,LAC,NBA,PG,15,150,6.5,0.557,0.675,0.175,2.2,8.9,5.7,28.8,0.9,0.5,32.8,18,-0.1,0.1,-0.1,-0.019,-3.8,-1.7,-5.4,-0.1
Jared Terrell,75,227,2018-19,23,MIN,NBA,SG,14,111,0.7,0.372,0.436,0.154,1,4.9,2.9,14.4,1.3,1.5,19.4,19.6,-0.4,0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2
Emanuel Terry,81,220,2018-19,22,TOT,NBA,PF,3,23,19.7,0.571,0,0.571,14.1,19.6,16.8,12.2,6.2,0,18.6,20.1,0,0,0.1,0.117,-0.2,2.4,2.3,0
Daniel Theis,80,215,2017-18,25,BOS,NBA,C,63,936,16.1,0.616,0.249,0.348,10.7,21.2,16,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.178,-2,2.3,0.3,0.5
Daniel Theis,80,215,2018-19,26,BOS,NBA,C,66,908,17,0.624,0.252,0.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0,0.5
Daniel Theis,80,215,2019-20,27,BOS,NBA,C,58,1382,18.2,0.629,0.212,0.277,10.2,19.2,14.7,9.9,1.2,5,10.1,14.7,3.6,2.3,5.9,0.205,0.4,1.8,2.3,1.5
